,ID,Tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Surprise,Joking
515,1245143513269850114,kushner announces doctors hate him after he discovered one weird trick to cure coronavirus,0,0,0,0,0,0,0,0,1,1,1
516,1245143516466032644,women are showing out     i need coronavirus to get the fuck up outta here man    the summer bout to be crackin,0,0,0,0,0,0,1,0,0,0,1
517,1245143525919846400,wishing government says my people  coronavirus is just a part of april mop ,0,0,0,1,0,1,1,0,0,0,0
518,1245143534178635776,i imagine the delays killed  i feel a sense of betrayal     a young child died today of coronavirus   a hoax ,0,0,0,0,0,1,1,0,0,0,0
519,1245143534426038273,do i have corona virus or did my dumbass make my body dependent on alcohol that it cant cope without it      ,0,0,0,1,1,0,1,0,0,0,0
520,1245143544748281857,hello  my doctor said i need at least 1 million followers to get the coronavirus test  please help,0,0,0,0,0,0,0,0,0,0,1
521,1245143550318297098,how do all these medics find the time to tweet in a crisis  multitaskers all of them  coronavirus coronavirus 19,0,0,0,0,0,0,1,0,0,1,1
522,1245143555317755905,april fools day canceled  turns out the only fool we can deal with right now  therona corona thismuthafucka,0,0,0,0,0,0,1,0,0,0,1
523,1245143558618742786,franklin will be among the counties where the guard will assist food banks  coronavirus updates,0,1,0,0,0,0,0,0,1,0,0
524,1245143567590400001,bigger debaters pundits arguing in bad faith  hugh or rich  coronavirus conservatismisdead,0,0,0,0,0,0,1,1,0,0,0
525,1245143575282647040,when will china admit the whole corona virus thing came out of a wuhan laboratory ,0,0,0,0,0,0,1,1,0,0,0
526,1245143575777538048,we had hail and 45mph winds  this earthquake and coronavirus shelter in place orders  boise has had quite a day ,1,0,0,0,1,0,1,0,0,0,0
527,1245143576931074056,alice has made me full on sob with a tik tok she made  when i say fuck you corona i mean it with my whole chest,0,0,0,0,0,1,1,0,0,0,0
528,1245143584715636737,to the expectorating cyclist at the park st parkville crossing this morning  think in this corona era youre better to swallow ,0,0,0,0,0,1,1,0,0,0,1
529,1245143588100608001,wednesday wordsmithing 6 9a ct presented by 7 15 8 to give us the expertise on the coronavirus ,0,0,0,0,0,0,0,0,1,0,0
530,1245143588595433473,also you know whats really fun  figuring out funeral logistics for coronavirus victims ,0,0,0,0,0,0,0,0,0,0,1
531,1245143596635803649,10 new deaths reported in l a  county today  548 new cases  coronavirus,0,0,0,0,0,0,0,0,1,0,0
532,1245143605318234115,well if we do not need actual numbers we do not need test for the coronavirus or any other disease,0,0,0,0,0,0,1,0,0,1,0
533,1245143610028224513,why the fuck should coronavirus be covered and not cancer heart attacks strokes etc etc etc etc etc etc ,0,0,0,0,0,0,1,0,0,0,0
534,1245143613148930056,350mbps  unlimited data  60 a month  but was given a  12 per month credit for three months because of coronavirus ,0,0,0,0,0,0,0,0,0,1,0
535,1245143613388009472,homo should be quarantined  they spread aids like the corona virus putting american lives in danger ,0,0,0,0,0,0,1,0,0,0,1
536,1245143615929712640,presido should release corona virus funds round other states oo before all other governors test positive ooo,0,1,0,0,1,0,1,1,0,1,0
537,1245143625761034240,maybe  wear a scarf so nasty blood sucking pedophiles do suck on your neck  and then get coronavirus ,0,0,0,0,0,0,1,0,0,0,1
538,1245143651543482368,also teachers  doctors and nurses can go suck eggs  jason kenney march 31  2020  abpoli ableg coronavirus,0,0,0,0,0,0,0,0,0,1,1
539,1245143660091437056,point out that the failure of our healthcare system goes beyond the response to coronavirus ,0,0,0,0,0,0,1,0,0,1,0
540,1245143668656226307,you do not want to miss this important message from rabbi friedman  in regard to the coronavirus,1,0,0,0,1,0,0,0,1,1,1
541,1245143672678735879,i am sure one of my useless friends will call me ant tell me they have corona today,0,0,0,0,1,0,0,0,0,0,1
542,1245143688889671680,for the sixteenth consecutive day  the government has refused to answer one very simple question about coronavirus,0,0,0,0,0,0,1,0,0,0,1
543,1245143701820551168,climate change and corona are coming for us  no amount of denial can prevent that ,0,0,0,1,0,0,0,0,0,0,0
544,1245143705402527745,washed my dog during this quarantine  so its official that she hates the coronavirus more than i do at the moment ,0,0,0,0,0,0,0,0,0,0,1
545,1245143706333786113,i dont feel good and i dont know if im just exhausted from working so much or if i have corona,0,0,0,0,1,0,0,0,0,0,0
546,1245143719789002753,how long do you think australias borders will be closed  please retweet and share  coronavirus coronavirusaustralia,1,0,0,1,1,0,0,0,0,0,0
547,1245143722511212545,hey ivanka i hope your aware that the corona virus was not started by a beer ,0,0,0,0,0,0,0,0,0,1,1
548,1245143727091351554,so my sister just told she has corona and idk if she fuckin wit since tmr is april fools    ,0,0,0,0,0,0,1,0,0,0,1
549,1245143739820953602,agree  these questions absolutely need to be asked  and answered    coronavirus origins   ,1,0,0,0,0,0,0,1,0,1,0
550,1245143751263215618,i need someone to wash and detail my car    specifically someone without corona,0,0,0,0,0,0,1,0,0,0,1
551,1245143776730836992,so you no go ask me if i dey okay abi  oya  me sef wan chop corona money  link me up abeg,0,0,0,0,0,0,0,0,0,0,1
552,1245143777200791553,psa  dont ask delivery drivers to make special birthday wishes to your order  come on  people  coronavirus servers,0,0,0,0,0,0,1,0,0,0,1
553,1245143785496961026,donald trump said he had funding covered for handling the corona virus  the only thing he has covered is his bald head with fake hair ,0,0,0,0,0,0,1,0,0,0,1
554,1245143789649498115,everytime i type in coronavirus i imagine it said by god bless viral content,0,0,0,0,0,0,0,0,0,0,1
555,1245143798478278656,after this coronavirus is under control      i will bet that ties in with pulmonary hypertension ,0,0,0,1,1,0,0,0,0,0,0
556,1245143798872768512,how are you guys keeping mentally and physically fit during this madness  coronavirus fitness health whatsnew,1,0,0,0,0,0,0,0,0,0,0
557,1245143814655836166,there is also bc  before corona  and ac  which i hope to see someday ,1,0,0,0,0,0,0,0,0,0,0
558,1245143823942066176,my son puts hand sanitizer on by his self lol  dude making sure he stays coronavirus free,0,0,0,0,0,0,0,0,0,0,1
559,1245143831789686787,a properly staffed administration should be able to handle 1 000 things at once  coronavirus trump press conference,0,0,0,0,0,0,1,0,1,1,0
560,1245143836667432960,minister for agriculture mahendra reddy to hold a press conference on coronavirus assistance  the conference will be held at 12 30pm,0,0,0,0,0,0,0,0,1,0,0
561,1245143847572852738,new month rain   lord use this rain to wash corona away,0,0,1,0,0,0,0,0,0,0,0
562,1245143864773492736,star wars   episode 2  attack of the coronavirus quarantineamovie,0,1,0,0,0,0,0,0,0,0,1
563,1245143869026598913,be careful what you choose to believe in today  nb  i said be careful april fools day coronavirus stay at home happynewmonth,1,0,0,0,0,0,0,0,0,0,1
564,1245143877314662406,you just ruined the title of my next column  class in the time of coronavirus ,0,0,0,0,0,1,0,0,0,0,1
565,1245143894834253826,coronavirus us  1048971  over a million tests done as of 20 00 eastern time 184 770 tested positive 26 660 critical 3746 deaths,0,0,0,0,0,0,0,0,1,0,0
566,1245143919291068416,happy april fools day world   from china coronavirus coronavirus,0,0,0,0,0,0,0,0,0,0,1
567,1245143923326095360,i pray god is washing away coronavirus with this rain  cause i cant stay in my house anymore biko,0,0,1,0,0,0,0,0,0,0,0
568,1245143923544281088,watch the government say april fools tomorrow about all this corona stuff,0,0,0,0,0,0,0,0,0,0,1
569,1245143934487035905,thank for swiftly bringing usscomfort to aid coronavirus,0,1,0,0,0,0,0,0,0,0,1
570,1245143940950634498,i read a report that said people in china were getting coronavirus twice  the second time was not as dangerous ,0,0,0,0,0,0,0,0,1,1,0
571,1245143971069911040,yall messed up giving me this corona care package to listen to because i promise you im not turning it off,0,0,0,0,0,0,0,0,0,1,1
572,1245143995749224448,worry about the coronavirus please ,0,0,0,0,1,0,0,0,0,1,0
573,1245144007606521861,not to be selfish or anything  corona better not fuck up me n my mans holiday ,0,0,0,0,0,0,1,0,0,0,1
574,1245144010232074241,i cant believe the new reality that were living in  wh projects more than 100k coronavirus deaths  social distancing saves lives ,0,0,0,0,1,0,1,0,0,0,0
575,1245144021271527425,i dont think some people realize just because the corona virus is a thing doesnt mean every other sickness just disappeared,0,0,0,0,0,0,0,0,0,0,1
576,1245144025025245184,coronavirus asks you to stay home but an earthquake of 6 5 kicks you out  very nakedly out ,0,0,0,1,0,0,1,0,0,0,1
577,1245144033640538112,cant tell if ive got shortness of breath because of corona or the fact im smoking 3 juul pods a day,0,0,0,0,1,0,0,0,0,0,1
578,1245144040686989312,not gonna lie   super drunk and its a tuesday night  coronavirus sucks ,0,0,0,1,0,1,1,0,0,0,0
579,1245144045770477568,fuck china  evil liars commies news coronavirus kungflu cnn msnbc chinesevirus america,0,0,0,0,0,0,1,0,0,0,0
580,1245144053756370946,go watch world renowned heart surgeon video on corona  he explains how masks actually increase surgical masks ,0,0,0,0,0,0,1,0,1,0,0
581,1245144066737627138,home long until you chinese infect penguins with corona virus  kungflu,0,0,0,0,1,0,1,0,0,0,1
582,1245144067391905793,6 5 earthquake in central idaho just before 18 00 tonight  because coronavirus just is not enough ,0,0,0,1,1,0,1,0,0,0,0
583,1245144095779180550,im never going to get things done during quarantine cus my coronavirus sleep schedule has me waking up when everything closes,1,0,0,0,0,0,1,0,0,0,0
584,1245144107288113153,where the fuck is spud  if boris can manage uk with coronavirus spud should be at work,0,0,0,0,0,0,1,0,0,0,0
585,1245144113734914049,i was supposed to be buying my four wheeler and business truck soon  and corona fucking up my plans,0,0,0,0,0,0,1,0,0,0,0
586,1245144121494450177,i need my hair doneeeeee  atp corona kma   i cant do this nomore,0,0,0,1,0,1,1,0,0,0,0
587,1245144129904001024,i miss football   fuck corona,0,0,0,0,0,1,1,0,0,0,0
588,1245144141832622082,trying to get some sleep but all i keep hearing in my head is cardi b shouting coronavirus   fuck sake mannnn,0,0,0,0,0,0,1,0,0,0,1
589,1245144142549745666,no muthafucka  yall were too busy spreading lies that coronavirus was a hoax  stfu,0,0,0,0,0,0,1,0,0,0,0
590,1245144146857226240,well shit  let us just add that on top of corona  earthquake fuck2020,0,0,0,0,0,0,1,0,0,0,1
591,1245144158668537857,the first casualty of the corona virus is the truth  the second casualty is common sense   ,0,0,0,0,0,1,0,0,0,1,0
592,1245144162850058241,scoop  to buy naming rights to the hottest new viral strain  they intend to christen it budweiservirus ,0,0,0,0,0,0,0,0,1,0,1
593,1245144163420692481,i blame curtis pritchard for coronavirus do not ask me why i dont have an answer i just think its his fault,0,0,0,0,0,0,1,0,0,0,1
594,1245144175248576512,why would he have said that  i thought trump caused the corona virus ,0,0,0,0,0,0,1,1,0,0,0
595,1245144189152747521,asking someone     how was your day  is beginning to not even mean shit anymore with all of this shit going on     coronavirus,0,0,0,1,0,1,0,0,0,0,1
596,1245144208710807552,corona virus is over  the economic crisis is over  people got their jobs back and obama is the prezz april fools day april fools,1,0,0,0,0,0,0,0,0,0,1
597,1245144209520300033,im sure the people dying essentially of suffocation due to coronavirus totally agree with you ,1,0,0,0,0,0,1,0,0,0,0
598,1245144233998237696,im so sorry my heart goes out to all who have had love ones taken by this corona virus ,1,0,1,0,0,1,0,0,0,0,0
599,1245144254894178305,there have been at least 811 new coronavirus deaths reported in the us on tuesday  according to a count from cnn health ,0,0,0,0,0,0,0,0,1,0,0
600,1245144288914259968,all im saying is batman has been real quiet since coronavirus started,0,0,0,0,0,0,0,0,0,0,1
601,1245144301513801729,after two weeks of quarantine  im not at all worried about coronavirus  however  i am becoming deathly afraid of liver cancer  coronavirus,0,0,0,0,1,0,0,0,0,0,0
602,1245144310128840704,according to data from university of washington  coronavirus cases will peak the third week of april ,0,0,0,0,0,0,0,0,1,0,0
603,1245144310825340928,does anyone know if cannabis workers qualify for federal aid   coronavirus,0,0,0,1,1,0,0,0,0,1,1
604,1245144314281226241,its called coronavirus  learn it  and contribute to eradicate it ,1,0,1,0,1,0,0,0,0,0,0
605,1245144314642075648,thank the fucking lord  march is over   welcome april  month of the easter bunny hopefully the month i get my sanity back  coronavirus,1,0,1,0,0,0,0,0,0,0,0
606,1245144318236557317,loses because everyones watching the coronavirus briefings by,0,0,0,0,0,1,1,0,1,0,0
607,1245144352135041024,so you  ostensibly a news person  were watching tiger king during the daily coronavirus briefing  explains a lot ,0,0,0,0,0,0,1,0,0,1,0
608,1245144360326324226,arnab goswami will kill more indians through his hate speech than the corona virus ever will ,0,0,0,0,0,0,1,0,0,0,1
609,1245144375954309120,many americans journalist must get their head out of the azz of china if theyre going to report on the coronavirus with accuracy ,0,0,0,0,0,0,1,0,0,1,0
610,1245144376730218497,pink eye now a symptom for corona  theres an ass eating season tweet somewhere in there ,0,0,0,0,0,0,0,0,0,0,1
611,1245144381314740229,really hoping this whole coronavirus and shit weather is just all a big april fools joke    coronavirus,0,0,0,1,1,0,0,0,0,0,0
612,1245144385143988224,1 3 2020 staff  mr president  what are we gonna do about the coronavirus  trump  not in my swing ,0,0,0,0,0,0,0,0,0,1,1
613,1245144402340843521,nobody from liberty university telling me shit laugh my a   off go to class corona boys,0,0,0,0,0,1,0,0,0,0,1
614,1245144414160392200,it just updates me on the corona virus shit and its getting so bad  ,0,0,0,1,0,1,0,0,0,0,0
615,1245144414219055104,you need jesus buddy  im sorry you got the corona  godbless you,0,0,1,0,0,1,0,0,0,0,0
616,1245144415255003136,they are shutting down information where people point out the coronavirus lies  the virus is real  the propaganda by the fake news is not ,0,0,0,1,0,0,1,0,1,0,0
617,1245144431340040192,please  please  stay home  this is the only way we are going to reduce the spread of coronavirus in our state ,1,1,0,0,0,0,0,0,0,0,0
618,1245144435123318784,disgusting behavior by big business but what else do you expect from this oligarchy coronavirus coronavirus,0,0,0,0,0,0,1,0,0,0,0
619,1245144435395969024,ill attend your coronavirus webinar if you give me a roll of toilet paper ,0,0,0,0,0,0,0,0,0,0,1
620,1245144486205886465,200 000 people infected with corona in america  why are people still not taking this seriously  people are dying ,0,0,0,0,0,0,1,0,0,0,0
621,1245144520163037187,a diehard friends fan and i cant imagine what an episode in coronavirus 19 times would look like ,1,0,0,0,0,0,0,0,0,0,1
622,1245144523530887168,if i dont come out of this pandemic dead bc of corona  id come out dead bc of gee,0,0,0,0,1,0,1,0,0,0,1
623,1245144527662350336,yes  it is so cool  the coronavirus literally dies from feelings of inadequacy ,1,0,0,0,0,0,0,0,0,0,1
624,1245144553113489409,this coronavirus stuff was really freaking me out until mr  pillow calmed me down yesterday ,1,0,0,0,1,0,0,0,0,0,0
625,1245144553230827521,tested positive for coronavirus coronavirus along with the rest of my family  were all ok right now ,1,0,0,0,0,1,0,0,0,0,0
626,1245144556464635904,very much looking to discussing the latest coronavirus tonight with the nbc msnbc team,1,0,0,0,0,1,0,0,1,0,0
627,1245144569618063362,do you think post corona it will be socially acceptable to drink a pint with a straw,0,0,0,0,0,0,0,0,0,1,1
628,1245144576064700416,please stop leaving your houses and taking this coronavirus stuff as a joke and keep going out with friends and stuff seriously,0,0,0,0,0,0,1,0,0,0,0
629,1245144591143186432,two weeks without my team sure miss that crazy crew  cant wait to get back on the field coronavirus 19 quarantine team cuaa beaksdown,1,0,0,0,0,1,1,0,0,0,0
630,1245144602916483077,were going through some biblical grade end of times shit rn  coronavirus idahoearthquake locustinvasion,0,0,0,1,1,1,0,0,0,0,0
631,1245144603277303808,ufc249 what we wanted  khabib vs ferguson usman vs masvidal what were getting  ferguson vs gaethje fuck off corona,0,0,0,0,0,1,1,0,0,0,0
632,1245144604195815431,ive spent the past two weeks recovering from coronavirus  there is work to be done ,1,0,0,0,0,0,0,0,0,1,0
633,1245144611514916868,i swear boss   see me planning fake proposal to my girlfriend corona just came and messed up everything,0,0,0,1,0,0,1,0,0,0,0
634,1245144613565935616,april fools tomorrow god need to say sike  coronavirus was a joke,0,0,0,0,0,0,0,0,0,0,1
635,1245144615851716608,thread on what its like for a family hit by coronavirus recovering at home,1,0,0,1,1,0,0,0,1,1,0
636,1245144621153484807,still cant believe corona virus really fucked around and killed march madness smh,0,0,0,0,0,1,1,0,0,0,1
637,1245144624181567492,i honestly miss eating food while drunk with my eyes closed as i chew corona ungiyenza ntoni,0,0,0,0,0,1,0,0,0,0,1
638,1245144628296388608,the whole fact that we needed a virus to make us come together and realize were all human makes me feel all sorts of emotions  coronavirus,1,0,0,0,0,1,0,0,0,0,0
639,1245144633413439489,they wont refund me back my flight until the corona virus situation destabilizes     mf give me back my money ,0,0,0,0,0,0,1,0,0,0,0
640,1245144641533554688,im risking my entire existence and having an italian sausage sammy and washin it down with a bottle of corona  ,0,0,0,1,0,0,0,0,0,0,1
641,1245144645035798529,coronavirus has started to affect people close to me  please socially distance if you can ,0,0,0,0,1,0,0,0,0,0,0
642,1245144645136289793,new  india reports 272 new cases of coronavirus in 24 hours and 6 new deaths  a total of 1 619 cases and 49 deaths ,0,0,0,0,0,0,0,0,1,0,0
643,1245144658239303680,looks like you drank something at the mahasabha go corona party the next day  ,0,0,0,0,0,0,0,0,0,0,1
644,1245144666388996096,just watching on i wonder if coronavirus has finally humbled this president ,0,0,0,0,0,0,0,0,0,1,1
645,1245144667097890817,i been enter gwarzo today  one guy was like mu ai daman chan corona a cikin ta muke,0,0,0,0,0,0,0,0,0,0,1
646,1245144670059016192,rehumanization on a global scale is happening during this coronavirus crisis  thanks for this insight ,0,1,0,0,0,0,0,0,0,0,0
647,1245144671044669440,dont worry step 2 in her plan will be for the workers to volunteer to take a pay cut once this whole corona blows over ,1,0,0,0,1,0,1,0,0,1,0
648,1245144673062203393,subhanallah because of the corona virus there are no gay muslim pride marches truly allah swt is the best of planners,0,1,1,0,0,0,1,0,0,0,0
649,1245144674219720706,guess which celebrity hasnt gotten the coronavirus        chuck norris  coincidence  i think not ,0,0,0,0,0,0,0,0,0,0,1
650,1245144723217661952,let me guess  susan rice just said coronavirus was caused by a video  am i right ,0,0,0,0,0,0,0,0,0,0,1
651,1245144733086859273,anyone hear fox news say the corona virus came from a lab in china ,0,0,0,0,0,0,0,0,1,1,0
652,1245144738337980418,theres going to be a baby boom in about 9 10 months  are we ready for that in the us  coronavirus coronapandemic aftercorona,0,0,0,0,0,0,0,0,0,1,1
653,1245144738514247681,let them goto church  then when they get coronavirus tell them to go back to church and pray ,0,0,0,0,0,0,1,0,0,0,0
654,1245144748693663744,who ever got a crush on me better say so now before the next earthquake hits or i catch coronavirus ,0,0,0,0,1,0,0,0,0,0,1
655,1245144756591546368,with all of evidence of symptom free coronavirus cases probably spreading the virus  why isnt anyone recommend universal coronavirus testing ,0,0,0,0,0,0,1,0,0,1,0
656,1245144758525313035,this is beyond monstrous  it is like they actually want a bigger death toll  coronavirus updates,0,0,0,0,1,0,1,0,0,0,0
657,1245144784013910017,he spent weeks claiming that coronavirus is no worse than the flu and that there should be no shutdown because economy,0,0,0,0,0,0,1,0,0,0,0
658,1245144784429289473,lets not let this coronavirus pandemic distract you from the fact the warriors blew a 3 1 lead in the 2016 nba finals,1,0,0,0,0,0,0,0,0,0,1
659,1245144788527198211,oooh so now he is gonna blame democrats and fake impeachment for his fucked up coronavirus response  aha ,0,0,0,0,0,0,1,0,0,0,0
660,1245144801328103424,due to the coronavirus there are only 3 days in a week  yesterday today tomorrow,0,0,0,0,0,1,0,0,0,0,1
661,1245144821041205248,it looks like someone gave donnie a stern talking to  coronavirus,0,0,0,0,0,0,0,0,0,1,1
662,1245144833741606912,ben shapiro says mortality toll of coronavirus disinformation may be greater than wwii   this is really rough ,0,0,0,0,1,0,1,0,1,0,0
663,1245144851668230146,when my kids ask how i spent my 21st birthday imma tear up and say well you see kids  have i told you about coronavirus ,0,0,0,0,0,1,0,0,0,0,1
664,1245144884216057856,wasteland 3 officially delayed for three months yerwoodcenter updates annoucned coronavirus coronavirus detailed,0,0,0,0,0,0,0,0,1,0,0
665,1245144901559431168,in jesus name amen  ur faith go fi cure corona virus,0,0,0,0,0,0,0,0,0,0,1
666,1245144901697888258,yes  stay home people  flatten the curve coronavirusontario coronavirus 19,1,0,0,0,1,0,0,0,0,0,0
667,1245144905485152256,why compare coronavirus to 9 11 deaths  do we do that every year with the flu ,0,0,0,0,0,0,1,0,0,0,0
668,1245144922753294340,listen to the advice from the king of wisdomforgiveness supporting one anothe  saudi coronavirus,1,0,0,0,0,0,0,0,0,0,0
669,1245144929841471490,153 000 sealed indictments estimated death toll corona 200 000 each sealed indictment could be between 1 10 000 ,0,0,0,0,0,0,0,0,1,0,0
670,1245144943527702528,trends will come and go but no lies obesere disappointed us with that corona song,0,0,0,0,0,0,0,0,0,0,1
671,1245144963899428866,just so we are clear   this week the virus is not like the flu       fakepresident botchedresponse coronavirus,0,0,0,0,0,0,1,0,0,0,1
672,1245144988834574337,i am doing better than ever  my best month in 2 years   god bless the coronavirus ,1,0,1,0,0,0,0,0,0,0,0
673,1245144989719580675,fox for months lie saying the coronavirus was a hoax they should be sued shame,0,0,0,0,0,0,1,0,0,0,1
674,1245145010233683968,what coronavirus is he talking about  the one that is been around for 1 000 s of years or novel coronavirus ,0,0,0,0,0,0,1,1,0,0,0
675,1245145019343912960,this corona shit better be over by summer time cause listen i got plans damnmit,0,0,0,0,0,0,1,0,0,0,1
676,1245145026742464512,coronavirus came from a horseshoe bat   which indicates a wuhan lab origin ,0,0,0,0,0,0,0,1,0,1,0
677,1245145031117344769,god aint gonna save you from corona   stay home and wash ya hands  ,1,0,1,0,0,0,1,0,0,0,0
678,1245145034888019971,live just down the road from here be right back gna go visit and try and catch corona,0,0,0,1,0,0,0,0,0,0,1
679,1245145043440037888,cow urine is hindu   as per you jihadists  coronavirus is jihadivirus and both are islamicrepublicvirus,0,0,0,0,0,1,0,1,0,0,1
680,1245145043519836160,no joke i will hop on a plane rn   well after coronavirus laughing out loud,1,0,0,0,0,0,0,0,0,0,1
681,1245145056484315138,for the record im blocking any motherfucker that makes a corona virus april fools joke ,0,0,0,0,0,0,1,0,0,0,0
682,1245145064885624832,the only thing that can stop coronavirus is hotel ac making it so cold the virus freezes up,0,0,0,0,0,0,0,0,0,1,1
683,1245145068463443971,when coronavirus was already raging across china they were doing this crap in the trump family,0,0,0,0,0,1,0,1,0,0,1
684,1245145073693720576,how would you consider an act of spitting on people by an infected corona virus patient from muslims  ,0,0,0,0,0,0,1,0,0,0,0
685,1245145082354962433,as a nurse i thought vre  mrsa esbl  and the list goes on but this coronavirus is by far the scariest,0,0,0,0,1,0,0,0,0,0,0
686,1245145085781688325,857 000 coronavirus cases total    42 000 died  177 000 recovered the rest still got it    i cant wait for this to be all over,0,0,0,0,0,1,1,0,0,0,0
687,1245145085961998341,i always tear up when jim goes into michaels office in goodbye  michael  every  damn  time  coronavirus theoffice jimhalpert,0,0,0,0,0,1,1,0,0,0,0
688,1245145114852417543,listen i know they tell us to take our minds off of the coronavirus for our own health but this am not it chief,1,0,0,1,0,1,1,0,0,1,0
689,1245145122616029186,hello earth  we have other problems now  stop shaking  thank you  the people of this world  coronavirus,0,0,0,0,0,1,1,0,0,0,1
690,1245145123836452864,perhaps dutton is now coronavirus shy  maybe hell resign government  he has a history ,1,0,0,0,0,0,1,0,0,1,1
691,1245145140965957633,cats have a different virus called feline coronavirus  its not new and it doesnt affect humans  it makes the poor kitties sick ,0,0,0,0,0,1,0,0,0,0,0
692,1245145143960678400,thanks a trucker by raising the carbon tax  p s    youre not working  trudeau coronavirus coronaviruscanada,0,0,0,0,0,0,1,0,0,1,0
693,1245145170321997825,did you notice since the coronavirus we have had no storms  snow  noreaster  kinda strange    ,0,0,0,0,1,0,0,0,0,1,0
694,1245145173945966593,felt fine all day now i have severe chills with no other symptoms  i hope its not the corona   ,0,0,0,0,1,1,0,0,0,0,0
695,1245145174138904576,my sincere condolences to the roney family  devastating news  wallaceroney 59 r i paradise coronavirus,0,0,0,0,0,1,1,0,0,0,0
696,1245145194426560513,yep  he forgot to mention all those personal days during the corona crisis ramp up ,0,0,0,1,0,1,0,0,0,1,0
697,1245145198381780992,do you want to kill the coronavirus   yes or no   well    this is best hope for everyone   if you want to live,1,0,0,0,0,0,0,0,0,0,0
698,1245145199602475012,maduro says theres 8 new cases of coronavirus in venezuela bringing the official total to 143 venezuela coronavirus,0,0,0,0,0,0,0,0,1,1,0
699,1245145211417878533,we will not b talking about corona but about hunger killing pple,0,0,0,0,1,0,1,0,0,0,0
700,1245145215431774211,wish someone will say all the deaths and corona virus is all a lie april fools day coronacoronavirus,1,0,1,1,0,1,0,0,0,0,1
701,1245145216350400512,it shouldnt take a 13 y o to die from coronavirus for the government to realise something needs to be done to tackle this virus ,0,0,0,0,1,0,1,0,0,0,0
702,1245145228836823040,my parents are being so over dramatic about corona  like grandpas lived long enough     chill,0,0,0,0,0,0,1,0,0,0,1
703,1245145235203616768,sound adventurously exciting   cant wait til coronavirus clears us  ,1,0,0,0,0,0,0,0,0,0,1
704,1245145237514858502,corona came to let you change your daily basis fuckin ordinary god damn conversations,0,0,0,0,0,0,1,0,0,0,1
705,1245145253356531713,rub a dub dub     mike pence in a tub coronavirus is here     physician and birx and cdc simulators trumpers in a sea of despair,0,0,0,1,0,0,0,0,0,0,1
706,1245145253864247300,losing someone you love is devastating  death is so permanent  not being able to say goodbye  heartbreaking  coronavirus,0,0,0,0,0,1,0,0,0,0,0
707,1245145265306099712,imagine if the us government took the corona virus seriously and actually focused on prevention     its not gonna happen but like imagine,1,0,0,1,0,0,1,0,0,1,1
708,1245145266082082816,eh niggas needa hit the court when this corona shit over with im tryna ball with my son again,1,0,0,0,0,0,1,0,0,0,0
709,1245145270318481408,this viruscorona is a weapon why not are we not upset about this  people are dying coronavirus,0,0,0,0,0,0,1,0,0,0,0
710,1245145270507036672,it is all fun unilt someone looses a  corona eye  ,0,0,0,0,1,0,0,0,0,0,1
711,1245145271018885121,if piccolo got coronavirus he would just rip out his lungs and grow new ones,0,0,0,0,0,0,0,0,0,0,1
712,1245145274701488129,father god i pray for protection during this corona crisis  youve done it before i know you can do it again,0,0,1,0,0,0,0,0,0,0,0
713,1245145279067815936,so which publication is going to ruin april fools forever by claiming theres a working coronavirus vaccine ,0,0,0,1,0,0,1,1,0,1,1
714,1245145287267508226,so which time zone are they going to use to tell us that this was all a big april fools  day joke  coronavirus corona coronavirus,0,0,0,0,0,0,0,0,0,0,1
715,1245145287401725952,i miss wiping my ass with charmin this corona virus got my wiping my ass w  sum school toliet paper type shi,0,0,0,0,0,0,1,0,0,0,1
716,1245145303595888641,corona virus  flu virus  miley cyrus idgaf they bet bkt close the liquor store ,0,0,0,0,0,0,1,0,0,0,1
717,1245145325242728448,if your first keep it simple  stupid was the shower wall  youre immune to the corona virus ,0,0,0,0,0,0,0,0,0,0,1
718,1245145328858222592,the tragedy of corona world anxiety grief explosive growth and fear do keep safe inside ,0,0,1,0,0,1,0,0,0,0,0
719,1245145334063362049,yup  sigh  rt people concerned about benghazi but not about ineptness in coronavirus amaze me ,0,0,0,1,0,0,1,0,0,0,1
720,1245145341239926784,you and your family will not be a victim of coronavirus in ijn  amen  happy new month,1,0,1,0,0,0,0,0,0,0,0
721,1245145349926400000,mitchplease trump managed to find time to golf while he was being impeached  so he could have found time to deal with the coronavirus ,0,0,0,0,0,0,1,0,0,0,0
722,1245145366342717440,drake said a cup of wine a day keeps the corona away  lemme go to store real quiiiiickkkkk,0,0,0,0,0,0,0,0,0,0,1
723,1245145391315800064,corona virus  flu virus  miley cyrus idgaf they bet not close the liquor store ,0,0,0,0,0,0,0,0,0,0,1
724,1245145395979849730,hmm  white house predicts deaths  they have been so accurate so far coronavirus,1,0,0,1,0,0,1,0,0,0,0
725,1245145405353910272,crazy how we had a patient today who may have the coronavirus  i had my mask and gloves on the whole time tho    ,0,0,0,0,1,0,0,0,0,0,0
726,1245145412736081921,friendly reminder coronavirus is real and pls stay at home so we can all go out later,1,0,0,0,0,0,0,0,0,0,0
727,1245145412962418688,donald trump is now blaming coronavirus patients for the spread of virus  great fracking job ,0,0,0,0,0,0,1,0,0,1,0
728,1245145421007278086,my mother in laws ex boyfriend died from the coronavirus last night  rip dv,0,0,0,0,0,1,0,0,0,0,0
